1|0.3|0.0|1.0|0.0|0.0|1.0
2|0.1|0.0|1.0|0.0|0.0|0.0
3|0.4|0.0|1.0|0.0|0.0|1.0
4|0.4|0.0|1.0|0.0|0.0|1.0
5|0.5|0.5|1.0|0.0|0.0|1.0
6|0.75|1.0|3.0|0.0|0.0|1.0
7|0.8|1.0|3.0|0.0|0.0|1.0
8|1.0|1.0|2.0|0.0|1.0|1.0
9|1.3|1.0|2.0|1.0|1.0|2.0
10|1.55|2.0|2.0|1.0|1.0|2.0
15|4.9|5.0|6.0|4.0|5.0|5.0
20|12.7|12.5|15.0|12.0|12.0|13.0
25|22.7|22.0|30.0|21.0|21.0|23.0
30|40.3|40.0|53.0|37.0|39.0|40.0
35|71.4|70.0|84.0|65.0|69.0|71.5
40|109.2|106.0|171.0|99.0|100.0|107.75
45|153.05|152.5|176.0|143.0|148.0|155.0
50|217.7|214.0|274.0|201.0|202.75|217.25
55|292.7|279.0|459.0|274.0|274.75|292.25
60|383.45|380.0|497.0|358.0|359.75|397.25
65|508.35|490.5|708.0|461.0|479.0|516.0
70|635.85|619.0|918.0|580.0|584.5|640.0
75|813.95|787.5|1081.0|732.0|779.25|835.75
80|978.55|955.5|1313.0|882.0|922.0|1009.75
85|1153.8|1137.5|1386.0|1067.0|1093.75|1206.0
90|1430.55|1363.5|1868.0|1274.0|1337.75|1520.25
95|1683.4|1630.5|2119.0|1506.0|1557.75|1767.25
100|1904.9|1887.5|2159.0|1754.0|1812.25|1991.5
