1|0.05|0.0|1.0|0.0|0.0|0.0
2|0.15|0.0|1.0|0.0|0.0|0.0
3|0.25|0.0|1.0|0.0|0.0|0.25
4|0.4|0.0|1.0|0.0|0.0|1.0
5|0.25|0.0|1.0|0.0|0.0|0.25
6|0.55|1.0|1.0|0.0|0.0|1.0
7|0.8|1.0|2.0|0.0|0.75|1.0
8|0.7|1.0|2.0|0.0|0.0|1.0
9|0.95|1.0|1.0|0.0|1.0|1.0
10|1.15|1.0|2.0|1.0|1.0|1.0
15|3.35|3.0|4.0|3.0|3.0|4.0
20|8.85|8.0|12.0|8.0|8.0|9.0
25|11.9|12.0|14.0|11.0|11.0|12.0
30|20.6|20.0|30.0|18.0|19.0|20.25
35|40.5|39.0|58.0|36.0|37.0|40.25
40|55.95|56.0|59.0|54.0|54.0|57.25
45|97.35|97.0|122.0|91.0|91.0|97.25
50|104.1|101.0|152.0|98.0|98.0|104.25
55|144.1|137.0|181.0|127.0|135.0|150.5
60|229.7|220.5|287.0|206.0|209.0|241.75
65|269.15|265.5|361.0|249.0|250.0|268.5
70|342.05|331.0|507.0|301.0|310.5|356.75
75|366.35|346.0|551.0|319.0|321.75|393.0
80|508.3|496.0|592.0|471.0|487.0|519.25
85|508.55|491.0|655.0|458.0|460.75|507.75
90|682.6|643.5|1012.0|609.0|610.0|688.25
95|699.05|700.5|930.0|624.0|636.25|716.75
100|820.55|784.0|1155.0|733.0|753.25|850.75
