1|0.05|0.0|1.0|0.0|0.0|0.0
2|0.25|0.0|1.0|0.0|0.0|0.25
3|0.3|0.0|1.0|0.0|0.0|1.0
4|0.25|0.0|1.0|0.0|0.0|0.25
5|0.55|1.0|1.0|0.0|0.0|1.0
6|0.3|0.0|1.0|0.0|0.0|1.0
7|0.4|0.0|1.0|0.0|0.0|1.0
8|0.95|1.0|2.0|0.0|1.0|1.0
9|1.0|1.0|1.0|1.0|1.0|1.0
10|1.45|1.0|2.0|1.0|1.0|2.0
15|4.5|4.0|7.0|4.0|4.0|5.0
20|11.25|11.0|13.0|10.0|10.0|12.0
25|21.65|21.0|30.0|20.0|20.0|22.0
30|37.35|37.0|41.0|35.0|36.0|38.25
35|67.95|67.5|84.0|63.0|63.75|68.25
40|100.1|101.0|113.0|95.0|95.0|103.0
45|161.15|148.5|266.0|137.0|139.0|174.75
50|215.65|210.5|277.0|197.0|198.0|218.25
55|286.05|281.5|392.0|263.0|268.0|285.25
60|376.4|373.5|486.0|347.0|352.0|385.25
65|495.3|482.0|592.0|452.0|453.0|533.5
70|622.75|595.0|954.0|569.0|573.0|616.75
75|776.35|742.5|1198.0|711.0|717.0|787.5
80|949.55|930.0|1167.0|866.0|901.5|993.75
85|1264.8|1216.5|1660.0|1051.0|1099.75|1401.75
90|1462.6|1398.0|1966.0|1285.0|1319.5|1501.25
95|1690.65|1613.5|2559.0|1496.0|1579.25|1690.25
100|1913.9|1874.0|2170.0|1748.0|1816.75|2017.5
