1|0.05|0.0|1.0|0.0|0.0|0.0
2|0.2|0.0|1.0|0.0|0.0|0.0
3|0.1|0.0|1.0|0.0|0.0|0.0
4|0.3|0.0|1.0|0.0|0.0|1.0
5|0.35|0.0|1.0|0.0|0.0|1.0
6|0.55|1.0|1.0|0.0|0.0|1.0
7|0.65|1.0|1.0|0.0|0.0|1.0
8|0.6|1.0|1.0|0.0|0.0|1.0
9|0.9|1.0|2.0|0.0|1.0|1.0
10|0.95|1.0|1.0|0.0|1.0|1.0
15|3.7|4.0|4.0|3.0|3.0|4.0
20|7.95|7.0|10.0|6.0|7.0|9.25
25|14.1|12.0|47.0|11.0|12.0|12.25
30|27.75|27.0|41.0|25.0|25.75|28.25
35|42.4|41.0|70.0|39.0|39.0|42.25
40|61.9|60.0|82.0|56.0|58.75|62.25
45|100.1|96.0|147.0|90.0|90.75|99.25
50|130.35|129.0|164.0|120.0|121.0|132.75
55|167.25|167.0|204.0|158.0|158.0|169.25
60|220.9|217.0|262.0|201.0|204.0|230.75
65|275.9|271.5|355.0|250.0|253.5|285.5
70|317.95|296.5|497.0|277.0|280.25|341.0
75|444.5|401.5|809.0|376.0|394.75|432.0
80|480.2|444.0|774.0|410.0|436.0|485.0
85|557.35|521.5|1205.0|488.0|489.0|549.5
90|783.3|636.0|3468.0|582.0|599.5|686.0
95|782.6|739.5|1447.0|691.0|693.75|799.0
100|1032.25|930.5|1733.0|854.0|877.25|1018.75
