1|0.3|0.0|1.0|0.0|0.0|1.0
2|0.35|0.0|1.0|0.0|0.0|1.0
3|0.5|0.5|1.0|0.0|0.0|1.0
4|0.65|1.0|1.0|0.0|0.0|1.0
5|0.95|1.0|1.0|0.0|1.0|1.0
6|1.6|2.0|2.0|1.0|1.0|2.0
7|2.2|2.0|4.0|2.0|2.0|2.0
8|2.6|3.0|3.0|2.0|2.0|3.0
9|4.15|4.0|5.0|4.0|4.0|4.0
10|5.4|5.0|7.0|5.0|5.0|6.0
15|20.8|17.0|73.0|16.0|17.0|18.0
20|40.75|40.0|48.0|38.0|39.0|42.0
25|104.25|97.0|161.0|89.0|91.0|99.25
30|131.35|131.5|158.0|123.0|124.0|134.5
35|183.15|171.5|279.0|159.0|161.0|192.75
40|322.5|318.5|399.0|301.0|302.0|325.5
45|360.25|339.0|491.0|337.0|338.0|362.25
50|810.75|778.0|1104.0|723.0|723.75|835.0
55|682.35|646.5|1338.0|605.0|630.25|665.25
60|1186.1|1119.0|2159.0|1000.0|1028.25|1197.5
65|1569.05|1415.0|2454.0|1272.0|1307.0|1665.25
70|1448.35|1325.0|2355.0|1239.0|1279.75|1499.0
75|1743.25|1666.0|2766.0|1563.0|1632.5|1741.75
80|2512.85|2434.5|3007.0|2377.0|2418.25|2546.5
85|2488.95|2369.5|3727.0|2218.0|2261.25|2467.75
90|3029.9|2857.5|4188.0|2613.0|2706.75|3158.75
95|3439.45|3295.5|4804.0|3168.0|3216.75|3434.75
100|6578.5|6269.5|8078.0|5778.0|5875.0|7345.5
