1|0.15|0.0|1.0|0.0|0.0|0.0
2|0.45|0.0|2.0|0.0|0.0|1.0
3|0.55|1.0|1.0|0.0|0.0|1.0
4|0.9|1.0|2.0|0.0|1.0|1.0
5|1.1|1.0|2.0|1.0|1.0|1.0
6|1.75|2.0|2.0|1.0|1.75|2.0
7|2.45|2.0|4.0|2.0|2.0|3.0
8|3.15|3.0|5.0|2.0|3.0|3.0
9|4.85|5.0|7.0|4.0|4.0|5.0
10|6.4|6.0|13.0|5.0|6.0|6.0
15|18.8|18.0|29.0|16.0|17.0|18.5
20|45.2|43.0|76.0|38.0|40.75|45.0
25|104.7|99.0|181.0|92.0|96.0|99.25
30|137.95|135.5|209.0|127.0|130.25|138.0
35|177.7|178.5|205.0|167.0|170.5|180.0
40|327.45|325.5|367.0|303.0|306.5|334.5
45|378.6|363.0|539.0|338.0|339.75|387.5
50|828.25|773.5|1302.0|725.0|739.75|820.75
55|738.9|670.5|1179.0|624.0|666.25|686.25
60|1166.0|1135.5|1496.0|1045.0|1100.75|1173.5
65|1461.95|1412.0|2313.0|1327.0|1376.25|1459.75
70|1424.45|1334.0|1896.0|1287.0|1304.75|1462.5
75|1794.7|1725.0|2653.0|1568.0|1597.5|1857.25
80|2648.7|2657.0|2955.0|2453.0|2504.25|2744.5
85|2595.55|2408.0|3479.0|2279.0|2350.75|2697.25
90|3125.1|2905.5|4337.0|2714.0|2798.75|3256.0
95|3441.25|3324.5|4581.0|3194.0|3269.25|3384.75
100|6204.5|5988.0|7657.0|5744.0|5856.0|6314.0
