1|0.0009000000000000001|0.001|0.0|0.003|0.0|0.001
2|0.0007000000000000001|0.001|0.0|0.002|0.0|0.001
3|0.0008|0.001|0.0|0.002|0.00075|0.001
4|0.0006000000000000001|0.001|0.0|0.002|0.0|0.001
5|0.004800000000000001|0.005|0.004|0.006|0.004|0.00525
6|0.00625|0.005|0.005|0.02|0.005|0.006
7|0.00765|0.006|0.006|0.019|0.006|0.007
8|0.007850000000000001|0.007|0.007|0.01|0.007|0.009
9|0.009050000000000002|0.009|0.007|0.011|0.008|0.01
10|0.010650000000000001|0.01|0.009|0.016|0.009|0.011
25|0.026500000000000006|0.025500000000000002|0.023|0.036|0.024|0.02825
50|0.05415000000000001|0.051|0.047|0.079|0.05|0.0545
100|0.1189|0.101|0.098|0.38|0.098|0.105
500|0.5867|0.5045|0.486|1.548|0.48675|0.5635
1000|1.1242999999999999|1.0385|0.971|1.428|0.997|1.2062499999999998
1500|1.63295|1.5915|1.437|2.055|1.46175|1.7415
2000|2.19775|2.053|1.825|2.782|1.9364999999999999|2.4147499999999997
2500|2.6723500000000002|2.6334999999999997|2.279|3.241|2.4245|2.8585000000000003
3000|3.26655|3.2855|2.735|3.942|2.9895|3.5195
3500|3.7935499999999998|3.795|3.219|4.982|3.46|3.9245
4000|4.4395500000000006|4.338|3.681|5.754|4.07575|4.81625
4500|5.0333|4.8740000000000006|4.144|6.434|4.40825|5.577
5000|5.34595|5.2295|4.596|6.407|4.899|5.699249999999999
5500|5.902349999999999|5.8495|5.081|6.753|5.54|6.2997499999999995
6000|6.3564|6.342|5.591|7.424|5.96575|6.6155
6500|6.971449999999999|6.7765|5.978|8.504|6.479749999999999|7.558
7000|7.366749999999999|7.253|6.46|8.47|6.796749999999999|8.08275
7500|8.3198|8.297|6.984|10.36|7.296250000000001|9.0415
8000|8.546949999999999|8.429|7.447|10.034|7.79075|9.273
8500|9.33615|9.219999999999999|7.906|12.606|8.292250000000001|9.88125
9000|9.905899999999999|9.6395|8.272|13.181|9.04925|10.54425
9500|10.157449999999999|10.17|8.747|12.408|9.297|10.73725
10000|10.96355|10.797|9.364|13.385|9.9295|11.921000000000001
