1|0.0005500000000000001|0.001|0.0|0.001|0.0|0.001
2|0.0007|0.001|0.0|0.002|0.0|0.001
3|0.00075|0.001|0.0|0.002|0.0|0.001
4|0.00555|0.004|0.003|0.015|0.004|0.004
5|0.004000000000000001|0.004|0.003|0.005|0.004|0.004
6|0.0052000000000000015|0.005|0.005|0.006|0.005|0.005
7|0.005100000000000002|0.005|0.004|0.006|0.005|0.005
8|0.005900000000000001|0.006|0.005|0.007|0.006|0.006
9|0.0066|0.006|0.005|0.02|0.006|0.006
10|0.007300000000000001|0.007|0.006|0.011|0.00675|0.008
25|0.0164|0.014499999999999999|0.013|0.052|0.013|0.016
50|0.02815|0.027|0.024|0.034|0.026|0.03
100|0.0612|0.057|0.053|0.083|0.057|0.0655
500|0.2758|0.252|0.236|0.485|0.251|0.28400000000000003
1000|0.5312000000000001|0.5345|0.464|0.649|0.494|0.552
1500|0.80655|0.793|0.697|0.939|0.7464999999999999|0.86
2000|1.0823000000000003|1.0899999999999999|0.925|1.343|0.9844999999999999|1.17675
2500|1.3441999999999998|1.319|1.147|1.988|1.221|1.41825
3000|1.6756|1.5825|1.378|2.465|1.4835|1.71725
3500|1.9259|1.899|1.605|2.504|1.782|2.00575
4000|2.1931|2.1565|1.846|2.837|2.0925000000000002|2.3207500000000003
4500|2.40965|2.4284999999999997|2.059|2.791|2.2220000000000004|2.60125
5000|2.8750000000000004|2.7350000000000003|2.295|4.325|2.59|2.86525
5500|3.00885|2.8970000000000002|2.524|4.254|2.7215|3.05925
6000|3.1496|3.1550000000000002|2.754|3.649|2.932|3.38375
6500|3.42645|3.3205|2.971|4.762|3.149|3.589
7000|4.014349999999999|3.893|3.244|5.303|3.6937499999999996|4.232
7500|4.11885|4.1355|3.468|5.514|3.821|4.3005
8000|4.50655|4.364000000000001|3.728|5.798|3.94425|4.78175
8500|4.609350000000001|4.656499999999999|3.9|5.747|4.258249999999999|4.7785
9000|4.7837499999999995|4.8485|4.163|5.52|4.3614999999999995|5.09975
9500|4.94265|4.8675|4.393|6.57|4.656499999999999|5.206
10000|5.315149999999999|5.3415|4.613|6.191|4.8915|5.6175
